Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,4.335999999999783,3.7250519225247843e-06,1.1280673284739026e-06,-4.790761612149591e-07,-4.425465612297965e-05,-4.034297484857235e-05,-4.727093262637246e-05
2,4.337999999999783,3.7306296454343045e-06,1.139869767952778e-06,-5.437742329832227e-07,5.577722909519915e-06,1.1802439478875417e-05,-6.469807176826362e-05
2,4.339999999999784,3.7448555217328265e-06,1.1918190710760678e-06,-5.606314155165551e-07,1.4225876298522014e-05,5.194930312328979e-05,-1.6857182533332343e-05
2,4.341999999999785,3.7424141591153843e-06,1.2086321882589581e-06,-5.732286126677331e-07,-2.4413626174422802e-06,1.681311718289035e-05,-1.2597197151178048e-05
2,4.343999999999785,3.8052469561129638e-06,1.2002682657088056e-06,-5.810008342365159e-07,6.28327969975796e-05,-8.363922550152473e-06,-7.772221568782792e-06
2,4.345999999999786,3.8049681183571893e-06,1.2407163111242117e-06,-5.817321360283782e-07,-2.7883775577445216e-07,4.04480454154061e-05,-7.313017918623196e-07
2,4.347999999999787,3.773715794578354e-06,1.24218835886243e-06,-6.002108741350909e-07,-3.125232377883524e-05,1.4720477382183217e-06,-1.8478738106712704e-05
2,4.349999999999787,3.817451914305977e-06,1.2594070685114338e-06,-6.661541043156624e-07,4.373611972762306e-05,1.7218709649003803e-05,-6.594323018057152e-05
2,4.351999999999788,3.8516013896048564e-06,1.2049273747097019e-06,-6.25306948695118e-07,3.4149475298879235e-05,-5.447969380173199e-05,4.084715562054448e-05
2,4.353999999999789,3.836016165263246e-06,1.2172838959555344e-06,-6.294581243364361e-07,-1.5585224341610427e-05,1.2356521245832589e-05,-4.151175641318072e-06
2,4.355999999999789,3.808807037201538e-06,1.193564721379083e-06,-6.061022887551115e-07,-2.720912806170842e-05,-2.3719174576451332e-05,2.3355835581324573e-05
2,4.35799999999979,3.7211297298410677e-06,1.162954804082504e-06,-5.61369147177839e-07,-8.767730736047017e-05,-3.0609917296578943e-05,4.47331415772725e-05
2,4.359999999999791,3.700167805954603e-06,1.1548425863988236e-06,-5.402100432915152e-07,-2.0961923886464926e-05,-8.11221768368049e-06,2.1159103886323797e-05
2,4.361999999999791,3.7289021716281397e-06,1.2070048744902118e-06,-4.958896030196061e-07,2.8734365673536816e-05,5.2162288091388235e-05,4.43204402719091e-05
2,4.363999999999792,3.674907003452137e-06,1.1677295930389592e-06,-5.595873556747225e-07,-5.399516817600269e-05,-3.9275281451252474e-05,-6.369775265511633e-05
2,4.365999999999793,3.6067756289416665e-06,1.1368535215867166e-06,-4.968119715051283e-07,-6.813137451047057e-05,-3.087607145224274e-05,6.277538416959419e-05
2,4.367999999999793,3.5590272462659888e-06,1.1140767240097058e-06,-5.055735369010435e-07,-4.774838267567761e-05,-2.277679757701076e-05,-8.761565395915204e-06
2,4.369999999999794,3.539640524033051e-06,1.0874524168028925e-06,-5.068629287266046e-07,-1.9386722232937847e-05,-2.6624307206813327e-05,-1.2893918255611758e-06
